"","pid","sex","birth_year","race","hispanic","home_language","US_born","grade_w1","suspension_this_year","ever_suspended","grade_last_suspended","extrav","agree","consc","neuro","open","anger","optimism","anxiety","race_complex","extrav_c","agree_c","consc_c","neuro_c","open_c","anxiety_c","anger_c","optimism_c"
"136","57248884","female",78,"OTHER","no","English","yes","11","no","no",NA,3,2.5,3,2,2.75,2.75,2.75,3,"White",-0.0548081958627913,-0.40231408745745,0.018296674522126,-0.956909531290914,-0.557966745221262,0.144769573186698,-0.286200576067033,-0.0921543597800469
"137","57249576","female",79,"OTHER","no","English","yes","10","no","no",NA,3,3.25,3.25,2.75,3,2.75,2.5,3.25,"White",-0.0548081958627913,0.34768591254255,0.268296674522126,-0.206909531290914,-0.307966745221262,0.394769573186698,-0.286200576067033,-0.342154359780047
"138","57251197","female",82,"BLACK","no","English","yes","7","no","no",NA,3.75,3,3.25,3,3.75,3,3,3,"Black",0.695191804137209,0.0976859125425502,0.268296674522126,0.0430904687090861,0.442033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"141","57256290","male",79,"OTHER","no","English","yes","9","no","yes","8",3.25,2.5,2.25,2.75,2.75,3.25,3,2.75,"White",0.195191804137209,-0.40231408745745,-0.731703325477874,-0.206909531290914,-0.557966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"143","57258682","male",81,"HISPANIC","yes","English","yes","8","no","no",NA,2.75,3,2.75,3.25,2.5,3.5,3,3,"White",-0.304808195862791,0.0976859125425502,-0.231703325477874,0.293090468709086,-0.807966745221262,0.144769573186698,0.463799423932967,0.157845640219953
"144","57258751","female",80,"BLACK","no","English","yes","9","no","no",NA,2.75,3.25,3.25,3.25,3.75,3.75,2.5,3.25,"Black",-0.304808195862791,0.34768591254255,0.268296674522126,0.293090468709086,0.442033254778738,0.394769573186698,0.713799423932967,-0.342154359780047
"146","57262270","female",81,"OTHER","no","English","yes","7","yes","no",NA,3.5,2.75,3.25,3.5,3.5,3.25,2.75,2.5,"White",0.445191804137209,-0.15231408745745,0.268296674522126,0.543090468709086,0.192033254778738,-0.355230426813302,0.213799423932967,-0.0921543597800469
"148","57263513","male",78,"OTHER","no","English",NA,"9","yes","yes","9",2.75,3,3.5,2.75,3.25,3.25,3.5,2.75,"White",-0.304808195862791,0.0976859125425502,0.518296674522126,-0.206909531290914,-0.057966745221262,-0.105230426813302,0.213799423932967,0.657845640219953
"149","57265490","female",80,"BLACK","no","English","yes","9","no","no",NA,3.5,3,2.75,3.75,3.5,3.5,3,3.25,"Black",0.445191804137209,0.0976859125425502,-0.231703325477874,0.793090468709086,0.192033254778738,0.394769573186698,0.463799423932967,0.157845640219953
"150","57268298","male",79,"OTHER","no","English","yes","9","no","yes","9",3.25,3.25,1.5,2.75,4.5,3,2.5,2.75,"White",0.195191804137209,0.34768591254255,-1.48170332547787,-0.206909531290914,1.19203325477874,-0.105230426813302,-0.0362005760670332,-0.342154359780047
"154","57272130","female",77,"OTHER","no","English","yes","11","no","yes","10",2.75,2.75,2.75,2.25,3.25,2.75,3,2.5,"White",-0.304808195862791,-0.15231408745745,-0.231703325477874,-0.706909531290914,-0.057966745221262,-0.355230426813302,-0.286200576067033,0.157845640219953
"155","57272274","female",79,"BLACK","no","English","yes","9","no","no",NA,3,2.75,3.25,2.75,3.5,2.75,2.5,3,"Black",-0.0548081958627913,-0.15231408745745,0.268296674522126,-0.206909531290914,0.192033254778738,0.144769573186698,-0.286200576067033,-0.342154359780047
"156","57275298","female",80,"BLACK","no","English","yes","8","yes","yes","8",2.75,3.25,2.5,2.5,3.5,3,2.5,3.25,"Black",-0.304808195862791,0.34768591254255,-0.481703325477874,-0.456909531290914,0.192033254778738,0.394769573186698,-0.0362005760670332,-0.342154359780047
"157","57275660","male",79,"HISPANIC","yes","English",NA,"10","no","no",NA,2.5,3,4,3.5,4,3.25,3.5,3.25,"White",-0.554808195862791,0.0976859125425502,1.01829667452213,0.543090468709086,0.692033254778738,0.394769573186698,0.213799423932967,0.657845640219953
"158","57277289","male",82,"OTHER","no","English",NA,"7","no","no",NA,3,3.25,3,2.5,3.5,2.75,2.75,2.75,"Other",-0.0548081958627913,0.34768591254255,0.018296674522126,-0.456909531290914,0.192033254778738,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"159","57277290","female",80,"OTHER","no","English","yes","10","no","no",NA,3,2.75,3.25,2.25,2.25,2.5,3.25,2.5,"White",-0.0548081958627913,-0.15231408745745,0.268296674522126,-0.706909531290914,-1.05796674522126,-0.355230426813302,-0.536200576067033,0.407845640219953
"160","57279640","male",82,"HISPANIC","yes","English","no","7","no","no",NA,3.25,3.25,2.75,2.75,2.75,3,3.25,3.5,"White",0.195191804137209,0.34768591254255,-0.231703325477874,-0.206909531290914,-0.557966745221262,0.644769573186698,-0.0362005760670332,0.407845640219953
"162","88122937","male",82,"OTHER","no","English","yes","7","no","no",NA,2.75,3,3,3,3,3.25,2.75,2.25,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,0.0430904687090861,-0.307966745221262,-0.605230426813302,0.213799423932967,-0.0921543597800469
"164","88149345","female",80,"HISPANIC","yes","Spanish","no","9",NA,"yes","9",3,2.75,2.5,3.25,3.25,3.25,2.5,2.5,"White",-0.0548081958627913,-0.15231408745745,-0.481703325477874,0.293090468709086,-0.057966745221262,-0.355230426813302,0.213799423932967,-0.342154359780047
"166","88183732","male",77,"OTHER","no","English","yes","11",NA,"yes","11",2.5,3,2.5,2.25,3,3,2.75,2.75,"White",-0.554808195862791,0.0976859125425502,-0.481703325477874,-0.706909531290914,-0.307966745221262,-0.105230426813302,-0.0362005760670332,-0.0921543597800469
"167","88191219","male",80,"OTHER","no","English","yes","9","yes","yes","8",2.75,3,2.5,3,2,3,3.25,2.5,"White",-0.304808195862791,0.0976859125425502,-0.481703325477874,0.0430904687090861,-1.30796674522126,-0.355230426813302,-0.0362005760670332,0.407845640219953
"168","88191364","male",77,"OTHER","no","English","yes","12",NA,"yes","12",2.75,3,3.25,3.25,3,3.25,3.25,3.25,"White",-0.304808195862791,0.0976859125425502,0.268296674522126,0.293090468709086,-0.307966745221262,0.394769573186698,0.213799423932967,0.407845640219953
"169","88202138","female",78,"BLACK","no","English","yes","11","no","no",NA,3,3,3.25,1.75,3,3,2.75,3.5,"Black",-0.0548081958627913,0.0976859125425502,0.268296674522126,-1.20690953129091,-0.307966745221262,0.644769573186698,-0.0362005760670332,-0.0921543597800469
"170","88239382","male",79,"OTHER","no","English","yes","10","no","yes","10",2.25,2.5,2,2.75,3.25,3,2.25,2.25,"White",-0.804808195862791,-0.40231408745745,-0.981703325477874,-0.206909531290914,-0.057966745221262,-0.605230426813302,-0.0362005760670332,-0.592154359780047
"171","88249047","female",77,"BLACK","no","English","yes","12","no","yes","9",3.5,2.5,3.25,2.5,3,3.5,2.5,2.75,"Black",0.445191804137209,-0.40231408745745,0.268296674522126,-0.456909531290914,-0.307966745221262,-0.105230426813302,0.463799423932967,-0.342154359780047
"172","88251811","male",78,"OTHER","no","English","yes","11","no","no",NA,2.75,2.75,2.75,2.5,3.25,2.5,2,2.5,"White",-0.304808195862791,-0.15231408745745,-0.231703325477874,-0.456909531290914,-0.057966745221262,-0.355230426813302,-0.536200576067033,-0.842154359780047
"173","88268811","male",78,"BLACK","no","English","yes","11",NA,"yes","11",3,2.75,2.75,3.25,2.75,3.25,3,3.5,"Black",-0.0548081958627913,-0.15231408745745,-0.231703325477874,0.293090468709086,-0.557966745221262,0.644769573186698,0.213799423932967,0.157845640219953
"174","90316053","female",81,"OTHER","no","English","yes","8","no","no",NA,3.25,2.25,3,3.25,3.25,3.75,2.5,2.75,"White",0.195191804137209,-0.65231408745745,0.018296674522126,0.293090468709086,-0.057966745221262,-0.105230426813302,0.713799423932967,-0.342154359780047
"175","90316656","male",82,"OTHER","no","English",NA,"7","no","no",NA,3.25,2.75,3.25,2.75,3,2.5,2.5,2.75,"White",0.195191804137209,-0.15231408745745,0.268296674522126,-0.206909531290914,-0.307966745221262,-0.105230426813302,-0.536200576067033,-0.342154359780047
"176","90500059","female",77,"HISPANIC","yes","Spanish","no","11","no","no",NA,3.25,2.25,2.75,2.5,3.25,3,3,3,"White",0.195191804137209,-0.65231408745745,-0.231703325477874,-0.456909531290914,-0.057966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"178","90500459","female",80,"BLACK","no","English","yes","9","no","no",NA,3.5,3,3.25,3,3,3,3,2.75,"Black",0.445191804137209,0.0976859125425502,0.268296674522126,0.0430904687090861,-0.307966745221262,-0.105230426813302,-0.0362005760670332,0.157845640219953
"179","90500516","female",77,"OTHER","no","English","yes","12",NA,"yes","6",3,3.5,3.25,2.75,3,3,2.5,2.75,"White",-0.0548081958627913,0.59768591254255,0.268296674522126,-0.206909531290914,-0.307966745221262,-0.105230426813302,-0.0362005760670332,-0.342154359780047
"181","90500638","male",77,"BLACK","no","English","yes","11","no","yes","11",2.75,2.5,2.5,2.75,3.25,3.25,2.5,2.75,"Black",-0.304808195862791,-0.40231408745745,-0.481703325477874,-0.206909531290914,-0.057966745221262,-0.105230426813302,0.213799423932967,-0.342154359780047
"182","90500914","male",76,"BLACK","no","English","yes","12",NA,"no",NA,2.75,2.5,3,3,4,3,2.5,3,"Black",-0.304808195862791,-0.40231408745745,0.018296674522126,0.0430904687090861,0.692033254778738,0.144769573186698,-0.0362005760670332,-0.342154359780047
"183","90500974","male",78,"OTHER","no","English","yes","11",NA,"yes","8",3.25,3,3.5,3.25,3.75,3,2.5,2.5,"White",0.195191804137209,0.0976859125425502,0.518296674522126,0.293090468709086,0.442033254778738,-0.355230426813302,-0.0362005760670332,-0.342154359780047
"184","90501955","male",78,"OTHER","no","English",NA,"10","no","no",NA,3,2.5,3,3,3,3,3,3,"White",-0.0548081958627913,-0.40231408745745,0.018296674522126,0.0430904687090861,-0.307966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"185","90503807","male",79,"OTHER","no","English","no","10","no","yes","7",3.5,3,3.5,3,3.75,3,2.75,3,"Other",0.445191804137209,0.0976859125425502,0.518296674522126,0.0430904687090861,0.442033254778738,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"186","90504005","male",77,"BLACK","no","English","yes","12",NA,"yes","12",2.75,3,3.5,3,3,3,2.75,3,"Black",-0.304808195862791,0.0976859125425502,0.518296674522126,0.0430904687090861,-0.307966745221262,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"187","90504104","female",79,"BLACK","no","English","yes","10",NA,"no",NA,3.25,2.75,3.75,3.25,3.25,3.5,3,2.75,"Black",0.195191804137209,-0.15231408745745,0.768296674522126,0.293090468709086,-0.057966745221262,-0.105230426813302,0.463799423932967,0.157845640219953
"188","90504142","female",77,"OTHER","no","English",NA,"12",NA,"no",NA,3.5,3,2.75,2.25,3.25,3.25,2.75,2.75,"White",0.445191804137209,0.0976859125425502,-0.231703325477874,-0.706909531290914,-0.057966745221262,-0.105230426813302,0.213799423932967,-0.0921543597800469
"189","90504220","male",79,"OTHER","no","English","yes","10","no","no",NA,2.75,2.75,3.5,3.25,3.5,3,3.25,3,"White",-0.304808195862791,-0.15231408745745,0.518296674522126,0.293090468709086,0.192033254778738,0.144769573186698,-0.0362005760670332,0.407845640219953
"190","90504248","male",76,"HISPANIC","yes","English",NA,"12",NA,"yes","11",3,2.75,3.25,3,3.25,2.75,2.5,3.25,"White",-0.0548081958627913,-0.15231408745745,0.268296674522126,0.0430904687090861,-0.057966745221262,0.394769573186698,-0.286200576067033,-0.342154359780047
"191","90504280","male",77,"OTHER","no","English",NA,"12",NA,"no",NA,2.25,1.75,2.75,2.5,2.5,3,2.75,2,"White",-0.804808195862791,-1.15231408745745,-0.231703325477874,-0.456909531290914,-0.807966745221262,-0.855230426813302,-0.0362005760670332,-0.0921543597800469
"193","90504500","female",79,"BLACK","no","English","yes","10","no","no",NA,3,2.75,2.5,2.25,3,3,3,3,"Black",-0.0548081958627913,-0.15231408745745,-0.481703325477874,-0.706909531290914,-0.307966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"194","90504504","female",80,"BLACK","no","English","yes","9","no","no",NA,3,3,3,3.25,3.5,3.25,3.25,2.75,"Black",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.293090468709086,0.192033254778738,-0.105230426813302,0.213799423932967,0.407845640219953
"195","90504603","male",80,"BLACK","no","English","yes","9","no","no",NA,3,2.5,2.75,3,3.5,3,3,3,"Black",-0.0548081958627913,-0.40231408745745,-0.231703325477874,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"196","90504786","male",79,"OTHER","no","English","yes","9","no","no",NA,2.75,3,3,3.25,2.75,3.5,2.5,4,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,0.293090468709086,-0.557966745221262,1.1447695731867,0.463799423932967,-0.342154359780047
"198","90506040","female",77,"OTHER","no","Other","yes","10","no","yes","8",2.5,2.25,3.25,2.75,3.5,3.25,2.75,2.75,"Asian/Pacific Islander",-0.554808195862791,-0.65231408745745,0.268296674522126,-0.206909531290914,0.192033254778738,-0.105230426813302,0.213799423932967,-0.0921543597800469
"199","90506094","female",79,"BLACK","no","English","yes","10","yes","no",NA,3,2.75,2.75,2.25,2.5,3.75,3,2.5,"Black",-0.0548081958627913,-0.15231408745745,-0.231703325477874,-0.706909531290914,-0.807966745221262,-0.355230426813302,0.713799423932967,0.157845640219953
"200","90506203","female",77,"OTHER","no","English","yes","11","no","yes","9",3,2.75,3.25,3,3.25,3.25,3,3,"White",-0.0548081958627913,-0.15231408745745,0.268296674522126,0.0430904687090861,-0.057966745221262,0.144769573186698,0.213799423932967,0.157845640219953
"201","90506236","female",79,"OTHER","no","English","yes","10","no","no",NA,4,3,3.5,3.75,3.5,3.5,3.25,3,"White",0.945191804137209,0.0976859125425502,0.518296674522126,0.793090468709086,0.192033254778738,0.144769573186698,0.463799423932967,0.407845640219953
"202","90506268","male",80,"HISPANIC","yes","English",NA,"9","no","yes","9",3.25,3,3.25,3.5,3.25,3.25,3,3,"White",0.195191804137209,0.0976859125425502,0.268296674522126,0.543090468709086,-0.057966745221262,0.144769573186698,0.213799423932967,0.157845640219953
"205","90506372","female",75,"OTHER","no","English","yes",NA,NA,"no",NA,3,3,2.5,3,3,3,3,3,"White",-0.0548081958627913,0.0976859125425502,-0.481703325477874,0.0430904687090861,-0.307966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"206","90506397","male",78,"BLACK","no","English","yes","10","no","no",NA,2.5,2,3,2.5,2.5,4,3.5,3,"Black",-0.554808195862791,-0.90231408745745,0.018296674522126,-0.456909531290914,-0.807966745221262,0.144769573186698,0.963799423932967,0.657845640219953
"207","90506428","female",78,"HISPANIC","yes","Spanish","no","10","no","no",NA,4.5,3,2.75,3.25,3,3,2.75,3.25,"Other",1.44519180413721,0.0976859125425502,-0.231703325477874,0.293090468709086,-0.307966745221262,0.394769573186698,-0.0362005760670332,-0.0921543597800469
"208","90506472","female",78,"OTHER","no","English","yes","10",NA,"yes","9",4,2.75,3.25,3,2.75,3.25,3,3.25,"White",0.945191804137209,-0.15231408745745,0.268296674522126,0.0430904687090861,-0.557966745221262,0.394769573186698,0.213799423932967,0.157845640219953
"210","90506725","female",79,"OTHER","no","English","yes",NA,"no","yes","9",2,2.25,2.25,3.25,2.5,2.75,2.75,1.75,"White",-1.05480819586279,-0.65231408745745,-0.731703325477874,0.293090468709086,-0.807966745221262,-1.1052304268133,-0.286200576067033,-0.0921543597800469
"211","90506828","female",79,"HISPANIC","yes","Spanish","yes","10","no","yes","9",3.5,3.25,3,3,2.5,3.25,3,2.5,"Other",0.445191804137209,0.34768591254255,0.018296674522126,0.0430904687090861,-0.807966745221262,-0.355230426813302,0.213799423932967,0.157845640219953
"212","90506849","female",82,"OTHER","no","English","yes","7","yes","no",NA,3,3,3.25,3.25,3.25,3,3,3,"Asian/Pacific Islander",-0.0548081958627913,0.0976859125425502,0.268296674522126,0.293090468709086,-0.057966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"214","90506987","female",79,"OTHER","no","English","no","9","no","no",NA,3.25,3,3,3,3.25,3.25,3.5,2.5,"White",0.195191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,-0.057966745221262,-0.355230426813302,0.213799423932967,0.657845640219953
"216","90507350","female",79,"OTHER","no","English","yes","10","no","no",NA,3,3,3,2.25,3.25,2.5,2.75,2.5,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,-0.706909531290914,-0.057966745221262,-0.355230426813302,-0.536200576067033,-0.0921543597800469
"217","90507957","female",80,"HISPANIC","yes","English","yes","9",NA,"no",NA,2.5,3,3,2.5,3.5,3,3,3,"White",-0.554808195862791,0.0976859125425502,0.018296674522126,-0.456909531290914,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"218","90508033","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3.5,2.75,3.25,3,3.75,3,3,2.75,"White",0.445191804137209,-0.15231408745745,0.268296674522126,0.0430904687090861,0.442033254778738,-0.105230426813302,-0.0362005760670332,0.157845640219953
"219","90508165","female",80,"BLACK","no","English",NA,"9","no","no",NA,3.5,3,3.5,3.5,3.5,3.5,3,3,"Black",0.445191804137209,0.0976859125425502,0.518296674522126,0.543090468709086,0.192033254778738,0.144769573186698,0.463799423932967,0.157845640219953
"220","90508325","female",78,"BLACK","no","English","no","11","no","no",NA,3,2.75,3.25,3.5,4,3.5,2,3,"Black",-0.0548081958627913,-0.15231408745745,0.268296674522126,0.543090468709086,0.692033254778738,0.144769573186698,0.463799423932967,-0.842154359780047
"221","90508577","female",79,"HISPANIC","yes","English","yes","10","no","no",NA,3.5,3.25,3,3,3,3,2.75,2.75,"White",0.445191804137209,0.34768591254255,0.018296674522126,0.0430904687090861,-0.307966745221262,-0.105230426813302,-0.0362005760670332,-0.0921543597800469
"223","90508969","female",79,"OTHER","no","English",NA,"10","no","no",NA,3,3,3.25,2.25,3.5,2.5,2.75,2.25,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,-0.706909531290914,0.192033254778738,-0.605230426813302,-0.536200576067033,-0.0921543597800469
"225","90540850","male",79,"HISPANIC","yes","Spanish","no","10","no","no",NA,3.25,3,3.25,2.5,3,3,3,2.75,"White",0.195191804137209,0.0976859125425502,0.268296674522126,-0.456909531290914,-0.307966745221262,-0.105230426813302,-0.0362005760670332,0.157845640219953
"226","90543102","male",78,"HISPANIC","yes","English","yes","12",NA,"yes","8",2,2.25,2.5,3.5,3.25,2.5,3,2.5,"Other",-1.05480819586279,-0.65231408745745,-0.481703325477874,0.543090468709086,-0.057966745221262,-0.355230426813302,-0.536200576067033,0.157845640219953
"227","90543104","female",78,"HISPANIC","yes","English","no","10","yes","no",NA,3.25,3.25,3.25,3.25,3.75,3.25,3.25,3,"White",0.195191804137209,0.34768591254255,0.268296674522126,0.293090468709086,0.442033254778738,0.144769573186698,0.213799423932967,0.407845640219953
"230","90544989","female",79,"OTHER","no","English","yes","9","no","no",NA,3,3.25,2.75,3,3.75,3.25,3,3,"White",-0.0548081958627913,0.34768591254255,-0.231703325477874,0.0430904687090861,0.442033254778738,0.144769573186698,0.213799423932967,0.157845640219953
"231","90546223","male",78,"OTHER","no","Other","yes","11","no","yes","8",3.25,2.75,2.5,3.25,3.5,3.75,3.5,2.75,"Asian/Pacific Islander",0.195191804137209,-0.15231408745745,-0.481703325477874,0.293090468709086,0.192033254778738,-0.105230426813302,0.713799423932967,0.657845640219953
"232","90548078","female",79,"OTHER","no","English","yes","9","no","no",NA,2.25,3,3,2.75,3.5,2.75,2.75,2.75,"White",-0.804808195862791,0.0976859125425502,0.018296674522126,-0.206909531290914,0.192033254778738,-0.105230426813302,-0.286200576067033,-0.0921543597800469
