"","pid","sex","birth_year","race","hispanic","home_language","US_born","grade_w1","suspension_this_year","ever_suspended","grade_last_suspended","extrav","agree","consc","neuro","open","anger","optimism","anxiety","race_complex","extrav_c","agree_c","consc_c","neuro_c","open_c","anxiety_c","anger_c","optimism_c"
"2760","94506956","male",78,"HISPANIC","yes","English","yes","10","no","no",NA,3.25,3.25,2.25,2.5,3.5,3.25,3.25,2.25,"Indigenous/Native American",0.195191804137209,0.34768591254255,-0.731703325477874,-0.456909531290914,0.192033254778738,-0.605230426813302,0.213799423932967,0.407845640219953
"2762","94506999","female",78,"OTHER","no","English","yes","11","no","no",NA,3.25,2.5,3,2.75,2.25,3.5,3.25,2.75,"Asian/Pacific Islander",0.195191804137209,-0.40231408745745,0.018296674522126,-0.206909531290914,-1.05796674522126,-0.105230426813302,0.463799423932967,0.407845640219953
"2763","94507152","male",78,"OTHER","no","English","yes","9","no","yes","7",3.75,2.66666666666667,3.33333333333333,3,4,3,2,3,"White",0.695191804137209,-0.235647420790783,0.35163000785546,0.0430904687090861,0.692033254778738,0.144769573186698,-0.0362005760670332,-0.842154359780047
"2764","94507214","female",77,"OTHER","no","English","yes","12",NA,"yes","10",3,2.75,3,3.25,3,3.25,3,3,"White",-0.0548081958627913,-0.15231408745745,0.018296674522126,0.293090468709086,-0.307966745221262,0.144769573186698,0.213799423932967,0.157845640219953
"2765","94508068","female",77,"BLACK","no","English",NA,"10","no","yes","10",3.25,3.5,3.5,4.25,4,3.75,2.75,3.25,"Black",0.195191804137209,0.59768591254255,0.518296674522126,1.29309046870909,0.692033254778738,0.394769573186698,0.713799423932967,-0.0921543597800469
"2767","94508165","male",80,"OTHER","no","English","yes","9","no","no",NA,2.5,2.5,2,3,3.25,2.5,2.25,3,"White",-0.554808195862791,-0.40231408745745,-0.981703325477874,0.0430904687090861,-0.057966745221262,0.144769573186698,-0.536200576067033,-0.592154359780047
"2768","94508237","male",79,"OTHER","no","English","yes","9","no","no",NA,3,3,2.25,2.25,3.25,3.25,1.75,2.5,"White",-0.0548081958627913,0.0976859125425502,-0.731703325477874,-0.706909531290914,-0.057966745221262,-0.355230426813302,0.213799423932967,-1.09215435978005
"2769","94508423","male",78,"OTHER","no","English",NA,"11","no","no",NA,3.25,3.25,3.75,3,3.75,2.75,2.25,2.75,"White",0.195191804137209,0.34768591254255,0.768296674522126,0.0430904687090861,0.442033254778738,-0.105230426813302,-0.286200576067033,-0.592154359780047
"2770","94508567","female",79,"BLACK","no","English","yes","9","no","no",NA,3.25,2.5,2.5,2.5,3,2.75,2.5,2.75,"Black",0.195191804137209,-0.40231408745745,-0.481703325477874,-0.456909531290914,-0.307966745221262,-0.105230426813302,-0.286200576067033,-0.342154359780047
"2771","94508662","male",79,"BLACK","no","English","yes","9","no","yes","9",4.25,3,4,2.25,3.75,2.5,3,3.25,"Black",1.19519180413721,0.0976859125425502,1.01829667452213,-0.706909531290914,0.442033254778738,0.394769573186698,-0.536200576067033,0.157845640219953
"2772","94508679","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3.25,2.75,3.25,3,3.75,3,3,3,"White",0.195191804137209,-0.15231408745745,0.268296674522126,0.0430904687090861,0.442033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"2773","94508733","male",80,"OTHER","no","English","yes","9","no","no",NA,3,3,3,2.5,3.5,3,3.25,3,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,-0.456909531290914,0.192033254778738,0.144769573186698,-0.0362005760670332,0.407845640219953
"2775","94540213","male",79,"OTHER","no","English","no","9",NA,"yes","9",2.75,2.25,2.5,3.5,3.75,2.75,2.75,2.5,"Asian/Pacific Islander",-0.304808195862791,-0.65231408745745,-0.481703325477874,0.543090468709086,0.442033254778738,-0.355230426813302,-0.286200576067033,-0.0921543597800469
"2776","94540311","female",78,"OTHER","no","English",NA,"11","no","no",NA,3.25,3.25,3.25,2.75,4,3.25,2.5,2.75,"White",0.195191804137209,0.34768591254255,0.268296674522126,-0.206909531290914,0.692033254778738,-0.105230426813302,0.213799423932967,-0.342154359780047
"2778","94543907","male",80,"HISPANIC","yes","English","yes","9","no","no",NA,3,3,2.5,2.5,3.25,2.75,2.75,2.75,"Other",-0.0548081958627913,0.0976859125425502,-0.481703325477874,-0.456909531290914,-0.057966745221262,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"2779","94544200","male",79,"BLACK","no","English","yes","10","yes","yes","10",3.25,2.75,2.75,3.75,3.5,3,2.5,3,"Black",0.195191804137209,-0.15231408745745,-0.231703325477874,0.793090468709086,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.342154359780047
"2780","94544288","female",79,"OTHER","no","English",NA,"10","no","no",NA,3.25,3,2.25,2.5,3.5,3,3,3.25,"White",0.195191804137209,0.0976859125425502,-0.731703325477874,-0.456909531290914,0.192033254778738,0.394769573186698,-0.0362005760670332,0.157845640219953
"2781","94544304","female",78,"HISPANIC","yes","Other","yes","9","no","no",NA,2.75,1.75,2,2.25,3.5,2.75,3.5,3.5,"Other",-0.304808195862791,-1.15231408745745,-0.981703325477874,-0.706909531290914,0.192033254778738,0.644769573186698,-0.286200576067033,0.657845640219953
"2782","94544909","female",80,"HISPANIC","yes","English","yes","8","no","no",NA,2.75,2.75,3.5,2.5,2.5,3.25,3.25,2.25,"White",-0.304808195862791,-0.15231408745745,0.518296674522126,-0.456909531290914,-0.807966745221262,-0.605230426813302,0.213799423932967,0.407845640219953
"2783","94546874","female",79,"OTHER","no","English","yes","10","no","no",NA,3.25,3,2.5,4,3.5,3.25,3,2.5,"White",0.195191804137209,0.0976859125425502,-0.481703325477874,1.04309046870909,0.192033254778738,-0.355230426813302,0.213799423932967,0.157845640219953
"2784","94548379","female",78,"OTHER","no","English","yes","11",NA,"no",NA,3.5,3,3,3.25,3.5,3,3,2.75,"White",0.445191804137209,0.0976859125425502,0.018296674522126,0.293090468709086,0.192033254778738,-0.105230426813302,-0.0362005760670332,0.157845640219953
"2785","94548977","female",79,"OTHER","no","English","yes","10","no","no",NA,3,3,2.75,2.5,4.5,3.25,3,2,"White",-0.0548081958627913,0.0976859125425502,-0.231703325477874,-0.456909531290914,1.19203325477874,-0.855230426813302,0.213799423932967,0.157845640219953
"2786","94570029","female",82,"OTHER","no","English","yes","7","no","no",NA,2.5,3,3,2.75,3.25,3,2.75,3,"White",-0.554808195862791,0.0976859125425502,0.018296674522126,-0.206909531290914,-0.057966745221262,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"2788","94570083","female",79,"BLACK","no","English","yes","10","no","no",NA,3.25,3.25,2.75,3,3.5,3,2.5,2.5,"Black",0.195191804137209,0.34768591254255,-0.231703325477874,0.0430904687090861,0.192033254778738,-0.355230426813302,-0.0362005760670332,-0.342154359780047
"2789","94570097","male",77,"OTHER","no","English","yes","11","no","no",NA,3,3.25,3,3,3.5,3.25,3,3,"White",-0.0548081958627913,0.34768591254255,0.018296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,0.213799423932967,0.157845640219953
"2790","94570121","male",81,"OTHER","no","English","yes","7","no","no",NA,3,2.75,2.75,2.5,3,2.75,3,3,"White",-0.0548081958627913,-0.15231408745745,-0.231703325477874,-0.456909531290914,-0.307966745221262,0.144769573186698,-0.286200576067033,0.157845640219953
"2791","94570151","male",79,"HISPANIC","yes","Spanish","no","9","no","no",NA,2.25,3,2.5,2,2.75,2.25,2.75,2.75,"White",-0.804808195862791,0.0976859125425502,-0.481703325477874,-0.956909531290914,-0.557966745221262,-0.105230426813302,-0.786200576067033,-0.0921543597800469
"2792","94570199","female",79,"OTHER","no","English","yes","10","no","no",NA,2.5,3,2.5,2.5,3.5,2,3,2.75,"White",-0.554808195862791,0.0976859125425502,-0.481703325477874,-0.456909531290914,0.192033254778738,-0.105230426813302,-1.03620057606703,0.157845640219953
"2794","94570297","male",79,"OTHER","no","English","yes","10",NA,"no",NA,2.75,3,3,2.75,2.5,3.25,3,2.25,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,-0.206909531290914,-0.807966745221262,-0.605230426813302,0.213799423932967,0.157845640219953
"2796","94570384","male",79,"OTHER","no","English","yes","10","no","no",NA,3.5,3,3.5,3.25,3.75,3.5,3,3,"White",0.445191804137209,0.0976859125425502,0.518296674522126,0.293090468709086,0.442033254778738,0.144769573186698,0.463799423932967,0.157845640219953
"2798","94570479","male",80,"OTHER","no","English","yes","9","no","no",NA,3.25,3,3.25,3,3.75,3,3,2.75,"White",0.195191804137209,0.0976859125425502,0.268296674522126,0.0430904687090861,0.442033254778738,-0.105230426813302,-0.0362005760670332,0.157845640219953
"2799","94570493","female",77,"OTHER","no","English",NA,"12",NA,"no",NA,3.25,3.25,3,2.75,3.75,3,3.25,3,"White",0.195191804137209,0.34768591254255,0.018296674522126,-0.206909531290914,0.442033254778738,0.144769573186698,-0.0362005760670332,0.407845640219953
"2800","94570526","male",76,"OTHER","no","English",NA,"12",NA,"no",NA,3.5,2.75,1.75,2.75,2.75,3.5,3,3,"White",0.445191804137209,-0.15231408745745,-1.23170332547787,-0.206909531290914,-0.557966745221262,0.144769573186698,0.463799423932967,0.157845640219953
"2801","94570527","female",77,"OTHER","no","English","yes","11","no","no",NA,2.5,2.25,3,2.75,3,3,3,2.5,"White",-0.554808195862791,-0.65231408745745,0.018296674522126,-0.206909531290914,-0.307966745221262,-0.355230426813302,-0.0362005760670332,0.157845640219953
"2802","94570620","female",77,"OTHER","no","English",NA,"12","no","no",NA,2.5,2.25,3.25,3.5,3,3.5,3,3.25,"White",-0.554808195862791,-0.65231408745745,0.268296674522126,0.543090468709086,-0.307966745221262,0.394769573186698,0.463799423932967,0.157845640219953
"2803","94570676","female",78,"OTHER","no","English","yes","10","no","no",NA,2.25,2.25,3.5,2.75,3.5,3.5,3.25,2.25,"White",-0.804808195862791,-0.65231408745745,0.518296674522126,-0.206909531290914,0.192033254778738,-0.605230426813302,0.463799423932967,0.407845640219953
"2804","94570691","male",79,"OTHER","no","English","yes","9","yes","yes","8",2.25,3,3.5,2.25,2.75,2.75,2.75,3.25,"White",-0.804808195862791,0.0976859125425502,0.518296674522126,-0.706909531290914,-0.557966745221262,0.394769573186698,-0.286200576067033,-0.0921543597800469
"2805","94570694","male",80,"OTHER","no","English","yes","9","no","no",NA,2.75,2.75,2,3.25,3,2.25,2.5,3.25,"White",-0.304808195862791,-0.15231408745745,-0.981703325477874,0.293090468709086,-0.307966745221262,0.394769573186698,-0.786200576067033,-0.342154359780047
"2807","94570699","female",79,"OTHER","no","English","yes","10","no","no",NA,3.25,2.75,2.5,2.5,3,3,2.25,2.75,"White",0.195191804137209,-0.15231408745745,-0.481703325477874,-0.456909531290914,-0.307966745221262,-0.105230426813302,-0.0362005760670332,-0.592154359780047
"2808","94570773","male",76,"OTHER","no","English",NA,"12",NA,"no",NA,2.75,3.25,3.25,3,3.25,2.75,3,3.25,"White",-0.304808195862791,0.34768591254255,0.268296674522126,0.0430904687090861,-0.057966745221262,0.394769573186698,-0.286200576067033,0.157845640219953
"2809","94570833","male",79,"HISPANIC","yes","Spanish","no","10","no","no",NA,2.25,2.5,2.75,3,2.75,3,2,2.75,"Other",-0.804808195862791,-0.40231408745745,-0.231703325477874,0.0430904687090861,-0.557966745221262,-0.105230426813302,-0.0362005760670332,-0.842154359780047
"2811","94570891","female",78,"OTHER","no","English","yes","11",NA,"no",NA,3.75,3.25,2.5,2.75,3.5,3,3,2.75,"White",0.695191804137209,0.34768591254255,-0.481703325477874,-0.206909531290914,0.192033254778738,-0.105230426813302,-0.0362005760670332,0.157845640219953
"2812","94570914","female",77,"BLACK","no","Other","no","11",NA,"no",NA,2.75,3.75,2.5,3,3,3.25,2.75,2.5,"Black",-0.304808195862791,0.84768591254255,-0.481703325477874,0.0430904687090861,-0.307966745221262,-0.355230426813302,0.213799423932967,-0.0921543597800469
"2813","94570920","male",77,"OTHER","no","English",NA,"11","no","no",NA,2.75,2.75,3,2.5,3.75,3,3.25,3,"White",-0.304808195862791,-0.15231408745745,0.018296674522126,-0.456909531290914,0.442033254778738,0.144769573186698,-0.0362005760670332,0.407845640219953
"2814","94570921","male",80,"OTHER","no","English",NA,"9","no","no",NA,3.5,3,3,4,3,2.75,2.75,3.5,"White",0.445191804137209,0.0976859125425502,0.018296674522126,1.04309046870909,-0.307966745221262,0.644769573186698,-0.286200576067033,-0.0921543597800469
"2815","94571009","female",79,"OTHER","no","English",NA,"10","no","yes","10",4,3.25,2.5,3,3.5,3,2.5,3,"White",0.945191804137209,0.34768591254255,-0.481703325477874,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.342154359780047
"2816","94571010","female",77,"OTHER","no","English","yes","12","no","no",NA,3.25,3.25,3.25,2.25,2.5,3,2.75,2.75,"White",0.195191804137209,0.34768591254255,0.268296674522126,-0.706909531290914,-0.807966745221262,-0.105230426813302,-0.0362005760670332,-0.0921543597800469
"2817","94571015","male",77,"OTHER","no","English","yes","12",NA,"no",NA,2.75,2.75,2.75,3,3,3,3,3,"White",-0.304808195862791,-0.15231408745745,-0.231703325477874,0.0430904687090861,-0.307966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"2819","94571070","female",80,"BLACK","no","English","yes","9","no","yes","9",3,2.75,3.25,2.5,3.25,3.25,3,3,"Black",-0.0548081958627913,-0.15231408745745,0.268296674522126,-0.456909531290914,-0.057966745221262,0.144769573186698,0.213799423932967,0.157845640219953
"2820","94571074","female",80,"BLACK","no","English","yes","9","no","yes","9",1.66666666666667,3.5,3,2.5,3,3.25,2.25,3,"Black",-1.38814152919612,0.59768591254255,0.018296674522126,-0.456909531290914,-0.307966745221262,0.144769573186698,0.213799423932967,-0.592154359780047
"2821","94571100","female",76,"OTHER","no","English",NA,"12",NA,"yes","12",3.5,2.75,2.75,2.75,3.5,2.75,2.75,2.5,"White",0.445191804137209,-0.15231408745745,-0.231703325477874,-0.206909531290914,0.192033254778738,-0.355230426813302,-0.286200576067033,-0.0921543597800469
"2824","94571160","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3.75,3,3,3,2.5,3.25,3,2.75,"White",0.695191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,-0.807966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"2825","94571176","male",80,"BLACK","no","English","yes","9",NA,"no",NA,2.75,2.75,3,3.5,3.5,2.75,2.75,2.75,"Black",-0.304808195862791,-0.15231408745745,0.018296674522126,0.543090468709086,0.192033254778738,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"2826","94571200","male",78,"BLACK","no","English","yes","8",NA,"yes","8",2.5,2,2.5,3,2.5,2.5,2.5,2.5,"Black",-0.554808195862791,-0.90231408745745,-0.481703325477874,0.0430904687090861,-0.807966745221262,-0.355230426813302,-0.536200576067033,-0.342154359780047
"2827","94571212","female",81,"OTHER","no","English",NA,"8","no","no",NA,3.5,2.75,2.75,3.25,3.25,2.75,3,2.5,"White",0.445191804137209,-0.15231408745745,-0.231703325477874,0.293090468709086,-0.057966745221262,-0.355230426813302,-0.286200576067033,0.157845640219953
"2828","94571265","male",79,"OTHER","no","English","yes","10",NA,"no",NA,2.5,3,3.25,2.25,3.75,2.5,2.5,3.25,"White",-0.554808195862791,0.0976859125425502,0.268296674522126,-0.706909531290914,0.442033254778738,0.394769573186698,-0.536200576067033,-0.342154359780047
"2830","94571310","female",81,"OTHER","no","English","yes","8","no","no",NA,3,3.25,3,3,3.75,3,3,3.25,"White",-0.0548081958627913,0.34768591254255,0.018296674522126,0.0430904687090861,0.442033254778738,0.394769573186698,-0.0362005760670332,0.157845640219953
"2831","94571353","male",76,"OTHER","no","English","yes","12",NA,"no",NA,3,2,4,3.25,3.75,3.25,2.75,2.75,"White",-0.0548081958627913,-0.90231408745745,1.01829667452213,0.293090468709086,0.442033254778738,-0.105230426813302,0.213799423932967,-0.0921543597800469
"2832","94571364","male",80,"OTHER","no","English","yes","9","no","no",NA,3.25,3.25,2.75,2.5,2.25,2.75,3,3,"White",0.195191804137209,0.34768591254255,-0.231703325477874,-0.456909531290914,-1.05796674522126,0.144769573186698,-0.286200576067033,0.157845640219953
"2833","94571367","female",77,"OTHER","no","English","yes","12",NA,"yes","11",3.25,2.25,2.75,2.5,2.75,3.25,2.5,3,"White",0.195191804137209,-0.65231408745745,-0.231703325477874,-0.456909531290914,-0.557966745221262,0.144769573186698,0.213799423932967,-0.342154359780047
"2835","94571405","female",81,"OTHER","no","Other","yes","8","no","no",NA,2.5,2.25,2.25,3.25,2.5,2.75,2.75,2.5,"Asian/Pacific Islander",-0.554808195862791,-0.65231408745745,-0.731703325477874,0.293090468709086,-0.807966745221262,-0.355230426813302,-0.286200576067033,-0.0921543597800469
"2836","94571407","male",81,"OTHER","no","English","yes","7","no","no",NA,4,3.25,2.25,3.5,3.5,3,3,2.75,"White",0.945191804137209,0.34768591254255,-0.731703325477874,0.543090468709086,0.192033254778738,-0.105230426813302,-0.0362005760670332,0.157845640219953
"2838","94571468","female",80,"OTHER","no","English","yes","9","no","no",NA,2.75,2.5,2.25,3,4,3.5,2.75,3,"White",-0.304808195862791,-0.40231408745745,-0.731703325477874,0.0430904687090861,0.692033254778738,0.144769573186698,0.463799423932967,-0.0921543597800469
"2839","94571479","male",80,"BLACK","no","English","yes","9","no","no",NA,3.25,3.75,2.75,3.25,4.25,2.75,3,2.25,"Black",0.195191804137209,0.84768591254255,-0.231703325477874,0.293090468709086,0.942033254778738,-0.605230426813302,-0.286200576067033,0.157845640219953
"2840","94571501","male",82,"OTHER","no","English","yes","7","yes","yes","7",3.25,3.25,3.25,2.75,3.25,3,3,3.75,"White",0.195191804137209,0.34768591254255,0.268296674522126,-0.206909531290914,-0.057966745221262,0.894769573186698,-0.0362005760670332,0.157845640219953
"2841","94571502","female",79,"OTHER","no","English","yes","9","no","no",NA,3.5,3,3.75,3,3.5,2.75,2.75,2.75,"White",0.445191804137209,0.0976859125425502,0.768296674522126,0.0430904687090861,0.192033254778738,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"2842","94571506","male",81,"OTHER","no","English",NA,"8","no","no",NA,2.5,3,3,2.75,3.5,3,2.75,3,"White",-0.554808195862791,0.0976859125425502,0.018296674522126,-0.206909531290914,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"2843","94571751","male",78,"BLACK","no","English","yes","10","no","no",NA,3.5,3.5,3,2.75,3.5,2.75,3,2.75,"Black",0.445191804137209,0.59768591254255,0.018296674522126,-0.206909531290914,0.192033254778738,-0.105230426813302,-0.286200576067033,0.157845640219953
"2844","94571818","female",81,"OTHER","no","English","yes","7","no","no",NA,3.25,3.5,3.25,3.5,3,3.5,2.75,3.25,"White",0.195191804137209,0.59768591254255,0.268296674522126,0.543090468709086,-0.307966745221262,0.394769573186698,0.463799423932967,-0.0921543597800469
"2845","94571870","female",79,"HISPANIC","yes","English","yes","10","no","yes","9",2,2,2.75,2.75,3.25,2.25,2.5,2.5,"White",-1.05480819586279,-0.90231408745745,-0.231703325477874,-0.206909531290914,-0.057966745221262,-0.355230426813302,-0.786200576067033,-0.342154359780047
"2846","94571903","female",77,"OTHER","no","English",NA,"12",NA,"yes","9",3.25,3,3,3.5,3.5,3.25,3.25,2.5,"White",0.195191804137209,0.0976859125425502,0.018296674522126,0.543090468709086,0.192033254778738,-0.355230426813302,0.213799423932967,0.407845640219953
"2847","94571906","female",82,"OTHER","no","English","yes","7","no","no",NA,4,3,3.5,3.5,3.5,3.75,3.5,2.75,"White",0.945191804137209,0.0976859125425502,0.518296674522126,0.543090468709086,0.192033254778738,-0.105230426813302,0.713799423932967,0.657845640219953
"2848","94571910","male",78,"OTHER","no","English","yes","10","no","no",NA,3.5,2.75,3.25,3.25,3,3.75,3,3.25,"White",0.445191804137209,-0.15231408745745,0.268296674522126,0.293090468709086,-0.307966745221262,0.394769573186698,0.713799423932967,0.157845640219953
"2849","94571950","male",79,"OTHER","no","English","yes","10",NA,"no",NA,3.5,3,3.25,3.25,3.75,3.25,2.75,3.75,"White",0.445191804137209,0.0976859125425502,0.268296674522126,0.293090468709086,0.442033254778738,0.894769573186698,0.213799423932967,-0.0921543597800469
"2850","94571970","male",78,"HISPANIC","yes","English","yes","11",NA,"no",NA,2.75,2.5,3.5,2.75,3.75,2.75,1.75,2.5,"Other",-0.304808195862791,-0.40231408745745,0.518296674522126,-0.206909531290914,0.442033254778738,-0.355230426813302,-0.286200576067033,-1.09215435978005
"2851","94571971","male",80,"OTHER","no","English","yes","9","no","no",NA,2.75,3.25,3,2,3.5,3,2.75,3,"White",-0.304808195862791,0.34768591254255,0.018296674522126,-0.956909531290914,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"2852","94572040","male",77,"BLACK","no","English","yes","11","no","no",NA,3.5,3,3.5,3.75,4,2.5,3.25,3,"Black",0.445191804137209,0.0976859125425502,0.518296674522126,0.793090468709086,0.692033254778738,0.144769573186698,-0.536200576067033,0.407845640219953
"2853","94572046","male",77,"OTHER","no","English","yes","10",NA,"yes","10",3,3,2.5,2.75,2.75,2.75,2.5,2.5,"White",-0.0548081958627913,0.0976859125425502,-0.481703325477874,-0.206909531290914,-0.557966745221262,-0.355230426813302,-0.286200576067033,-0.342154359780047
"2854","94572066","male",80,"OTHER","no","English","yes","9","no","no",NA,3.5,3.25,3,3,3.25,3.25,3,3,"White",0.445191804137209,0.34768591254255,0.018296674522126,0.0430904687090861,-0.057966745221262,0.144769573186698,0.213799423932967,0.157845640219953
"2855","94572104","female",77,"OTHER","no","English",NA,"12",NA,"no",NA,3.5,3.25,3,3,3.25,3,3.75,2.75,"White",0.445191804137209,0.34768591254255,0.018296674522126,0.0430904687090861,-0.057966745221262,-0.105230426813302,-0.0362005760670332,0.907845640219953
"2856","94572149","male",79,"OTHER","no","English","yes","10","no","no",NA,2.75,3,3.25,3,3,2.5,2.25,2.5,"White",-0.304808195862791,0.0976859125425502,0.268296674522126,0.0430904687090861,-0.307966745221262,-0.355230426813302,-0.536200576067033,-0.592154359780047
"2857","94572160","male",77,"OTHER","no","English",NA,"12",NA,"no",NA,3.25,2,3,3,3,3,2.5,3,"White",0.195191804137209,-0.90231408745745,0.018296674522126,0.0430904687090861,-0.307966745221262,0.144769573186698,-0.0362005760670332,-0.342154359780047
"2858","94572170","male",76,"OTHER","no","English","yes","12",NA,"no",NA,3,2.75,3.75,3,3.5,2.75,3,2.5,"White",-0.0548081958627913,-0.15231408745745,0.768296674522126,0.0430904687090861,0.192033254778738,-0.355230426813302,-0.286200576067033,0.157845640219953
"2859","94572194","male",80,"OTHER","no","English","yes","9","no","yes","9",3,3,2.75,2.5,4,2.75,3,3.25,"White",-0.0548081958627913,0.0976859125425502,-0.231703325477874,-0.456909531290914,0.692033254778738,0.394769573186698,-0.286200576067033,0.157845640219953
"2860","94572206","female",80,"OTHER","no","English","yes","9","no","no",NA,3,3,2.5,2.5,3.75,3,3,2.25,"White",-0.0548081958627913,0.0976859125425502,-0.481703325477874,-0.456909531290914,0.442033254778738,-0.605230426813302,-0.0362005760670332,0.157845640219953
"2861","94572208","female",77,"OTHER","no","English","yes","11",NA,"no",NA,3.25,3,3.5,2.25,3.25,3,3.5,2.75,"White",0.195191804137209,0.0976859125425502,0.518296674522126,-0.706909531290914,-0.057966745221262,-0.105230426813302,-0.0362005760670332,0.657845640219953
"2862","94572216","male",78,"OTHER","no","English","yes","11",NA,"no",NA,3,2.75,3,3,3,3.5,2.75,2.75,"White",-0.0548081958627913,-0.15231408745745,0.018296674522126,0.0430904687090861,-0.307966745221262,-0.105230426813302,0.463799423932967,-0.0921543597800469
"2863","94572220","female",78,"OTHER","no","English",NA,"10","no","yes","10",3.5,3,2.5,2.25,3,2.5,2.5,2.75,"Indigenous/Native American",0.445191804137209,0.0976859125425502,-0.481703325477874,-0.706909531290914,-0.307966745221262,-0.105230426813302,-0.536200576067033,-0.342154359780047
"2864","94572227","female",79,"OTHER","no","English",NA,"10","no","no",NA,3.25,3.5,4,3.5,3.5,3.5,3.5,3.5,"Indigenous/Native American",0.195191804137209,0.59768591254255,1.01829667452213,0.543090468709086,0.192033254778738,0.644769573186698,0.463799423932967,0.657845640219953
"2865","94572263","male",78,"OTHER","no","English","yes","11","no","no",NA,2.25,2.75,3.5,2.75,4,3,3,2.5,"White",-0.804808195862791,-0.15231408745745,0.518296674522126,-0.206909531290914,0.692033254778738,-0.355230426813302,-0.0362005760670332,0.157845640219953
"2866","94572270","female",79,"OTHER","no","English","yes","10","no","no",NA,3.25,3.25,3.5,2.5,3.75,3.25,3.5,3,"White",0.195191804137209,0.34768591254255,0.518296674522126,-0.456909531290914,0.442033254778738,0.144769573186698,0.213799423932967,0.657845640219953
"2867","94572285","male",77,"BLACK","no","English",NA,"12","no","no",NA,2.5,3,2.75,2.5,3,2.5,3,3,"Black",-0.554808195862791,0.0976859125425502,-0.231703325477874,-0.456909531290914,-0.307966745221262,0.144769573186698,-0.536200576067033,0.157845640219953
"2869","94572291","male",78,"OTHER","no","English","yes","11","no","no",NA,3,2,2.75,3,3.75,2.75,4.25,3,"White",-0.0548081958627913,-0.90231408745745,-0.231703325477874,0.0430904687090861,0.442033254778738,0.144769573186698,-0.286200576067033,1.40784564021995
"2871","94572312","female",77,"OTHER","no","English","yes","12",NA,"no",NA,4.25,3.75,2.25,2.5,4,3.25,2.75,2.75,"White",1.19519180413721,0.84768591254255,-0.731703325477874,-0.456909531290914,0.692033254778738,-0.105230426813302,0.213799423932967,-0.0921543597800469
"2872","94572315","female",80,"OTHER","no","English",NA,"9","no","no",NA,3.5,2.75,2.75,3.5,3.5,3.25,3.25,2.5,"White",0.445191804137209,-0.15231408745745,-0.231703325477874,0.543090468709086,0.192033254778738,-0.355230426813302,0.213799423932967,0.407845640219953
"2873","94572318","female",79,"OTHER","no","English","yes","9","no","no",NA,4,2.25,3,3,2.66666666666667,3.25,3,2.75,"White",0.945191804137209,-0.65231408745745,0.018296674522126,0.0430904687090861,-0.641300078554595,-0.105230426813302,0.213799423932967,0.157845640219953
"2874","94572325","male",82,"HISPANIC","yes","English",NA,"7",NA,"yes","7",2.5,2.5,2,3,2.5,3,2,2.5,"Indigenous/Native American",-0.554808195862791,-0.40231408745745,-0.981703325477874,0.0430904687090861,-0.807966745221262,-0.355230426813302,-0.0362005760670332,-0.842154359780047
"2875","94572326","female",81,"BLACK","no","English","yes","8","no","yes","7",3.75,2.75,4,2.75,3.25,3,2.5,2.5,"Black",0.695191804137209,-0.15231408745745,1.01829667452213,-0.206909531290914,-0.057966745221262,-0.355230426813302,-0.0362005760670332,-0.342154359780047
"2876","94572327","male",78,"OTHER","no","English",NA,"11","no","no",NA,3.5,2.75,3.5,2.75,2.5,3,1.5,2.75,"White",0.445191804137209,-0.15231408745745,0.518296674522126,-0.206909531290914,-0.807966745221262,-0.105230426813302,-0.0362005760670332,-1.34215435978005
"2877","94572343","female",76,"OTHER","no","English","yes","12",NA,"no",NA,3.75,3.5,3,2.75,3.25,3.5,3.75,2.5,"White",0.695191804137209,0.59768591254255,0.018296674522126,-0.206909531290914,-0.057966745221262,-0.355230426813302,0.463799423932967,0.907845640219953
"2878","94572360","female",80,"OTHER","no","English",NA,"9","no","no",NA,3,3,3.5,2.25,3,2.75,3.25,3,"White",-0.0548081958627913,0.0976859125425502,0.518296674522126,-0.706909531290914,-0.307966745221262,0.144769573186698,-0.286200576067033,0.407845640219953
"2879","94572377","female",78,"OTHER","no","English","yes","11","no","no",NA,3.25,2.75,3,2.5,3.5,3,3,3.25,"White",0.195191804137209,-0.15231408745745,0.018296674522126,-0.456909531290914,0.192033254778738,0.394769573186698,-0.0362005760670332,0.157845640219953
